source	authors	title	year	language	keywords	affiliation	countries	publisher	database	citations
journal	Miragoli S., Camisasca E., Di Blasio P.	Narrative fragmentation in child sexual abuse: The role of age and post-traumatic stress disorder	2017		Age; Child sexual abuse; Disclosure; Fragmentation; Post-traumatic stress disorder;adolescent; age; Article; child; child sexual abuse; female; groups by age; human; language ability; major clinical study; male; memory; mental disease assessment; narrative fragmentation; orientation; posttraumatic stress disorder; prediction; preschool child; school child; sense of coherence; age; law enforcement; posttraumatic stress disorder; psychology; verbal communication; Adolescent; Age Factors; Child; Child Abuse, Sexual; Child, Preschool; Female; Humans; Law Enforcement; Male; Memory; Narration; Stress Disorders, Post-Traumatic	C.R.I.d.e.e., Psychology Department, Catholic University of the Sacred Heart, Largo Gemelli 1, Milan, 20123, Italy; e-Campus University, Via Isimbardi 10, Novedrate (CO), 22060, Italy	united kingdom	Elsevier Ltd	scopus.csv	55
journal	Tighe E.L., Binder K.S.	An investigation of morphological awareness and processing in adults with low literacy	2015			Department of Psychology, Florida State University, 1107 West Call Street, Tallahassee, FL  32306-4301, United States; Mount Holyoke College, United States	germany,germany	Cambridge University Press	scopus.csv	56
journal	Hahn U., Honeck M., Piotrowski M., Schulz S.	Subword segmentation--leveling out morphological variations for medical document retrieval.	2001		article; information retrieval; language; methodology; nomenclature; Information Storage and Retrieval; Language; Terminology	Text Knowledge Engineering Lab, Freiburg University., Germany	united states,united states		scopus.csv	57
journal	Johnson M.D.	Cognitive task complexity and L2 written syntactic complexity, accuracy, lexical complexity, and fluency: A research synthesis and meta-analysis	2017		Accuracy; Cognition hypothesis; Cognitive task complexity; Fluency; Lexical complexity; Limited attentional capacity model; Syntactic complexity; Written production	East Carolina University, United States	israel	Elsevier Ltd	scopus.csv	59
journal	Blum S., Levenston E.	Lexical simplification; in second-language acquisition	1980			The Hebrew University, Israel	sweden		scopus.csv	59
journal	Caffarena G., Carreras C., Lpez J.A., Fernández Á.	SQNR estimation of fixed-point DSP algorithms	2010		Affine arithmetic; Channel equalizers; Computation time; Digital signal processing algorithms; Estimation errors; Fast estimation; Fixed-point algorithms; Fixed-point DSP; Fixed-point implementation; General version; Linear time-invariant; Non-linear; Nonlinear algorithms; Optimization process; Parameterized; Quantization noise; Signal-to-quantization-noise ratio; Statistical properties; Three orders of magnitude; Vector operations; Word length; Adaptive filters; Algorithms; Digital signal processors; Nonlinear feedback; Optimization; Signal processing; Estimation	Departamento de Ingeniería de Sistemas de Información y de Telecomunicacin, Universidad CEU-San Pablo, Urbanizacin Montepríncipe, Boadilla del Monte, 28668 Madrid, Spain; Departmento de Ingeniería Electrnica, Universidad Politécnica de Madrid, C. Universitaria, 28040 Madrid, Spain	united states,united states		scopus.csv	59
journal	Hüning M., Booij G.	"From compounding to derivation the emergence of derivational affixes through ""constructionalization"""	2014		affixoid; constructional change; constructionalization; elative compound; lexicalization	Freie Universität Berlin, Institut für Deutsche und Niederländische, Philologie, Habelschwerdter Allee 45, Berlin, D-14195, Germany; Leiden University Centre for Linguistics, Postbus 9515, Leiden RA, NL-2300, Netherlands	serbia,serbia	Walter de Gruyter GmbH	scopus.csv	62
journal	Boller F., Vrtunski P.B., Kim Y., Mack J.L.	Delayed Auditory Feedback and Aphasia	1978		aphasia; central nervous system; cerebrovascular accident; major clinical study; rehabilitation; stroke; therapy	Neurobehavior Unit, Cleveland VA Hospital, Case Western Reserve University School of Medicine, Cleveland, Ohio, United States	italy,italy		scopus.csv	63
journal	Bernardini S., Ferraresi A., Miličević M.	From EPIC to EPTIC - Exploring simplification; in interpreting and translation from an intermodal perspective	2016		Corpus-based approach; English; Intermodal corpora; Interpreting; Italian; Lexical simplification; Translation	Department of Interpreting and Translation, University of Bologna, Corso della Repubblica 136, Forlì, 47121, Italy; Department of General Linguistics, Faculty of Philology, University of Belgrade, Studentski trg 3, Belgrade, 11000, Serbia	singapore	John Benjamins Publishing Company	scopus.csv	64
journal	Ward J., Chuenjundaeng J.	Suffix knowledge: Acquisition and applications	2009		Academic vocabulary; Suffix acquisition; Word families; Word morphology	Suranaree University of Technology, Amphoe Muang, Nakhon Ratchasima 30000, Thailand	united states,united states		scopus.csv	64
journal	Schulz S., Hahn U.	Morpheme-based, cross-lingual indexing for medical document retrieval	2000		Information retrieval; Medical language processing; Morphological analysis;Computational linguistics; Glossaries; Hospital data processing; Indexing (of information); Information management; Mathematical morphology; Medical applications; Natural language processing systems; Thesauri; Crosslingual indexing; Medical document retrieval; Medical language processing; Morpheme; Morphological analysis; Multilingual morpheme thesaurus; Information retrieval; automation; documentation; information processing; information retrieval; Internet; language; linguistics; medical record; nomenclature; priority journal; review; semantics	CLIF Compl. Linguistics Laboratory, Freiburg Univ., Werthmannplatz 1, D., Freiburg, Germany; Department of Medical Informatics, Freiburg Univ. Hosp., Stefan-M., Freiburg, Germany	united kingdom	Elsevier Science Ireland Ltd, Shannon	scopus.csv	65
journal	Solak A., Oflazer K.	Design and implementation of a spelling checker for Turkish	1993			Bilkent University, Turkey	italy,spain		scopus.csv	67
journal	Ravid D., Rosado E., Hell J.V., Zamora A.	Subject NP patterning in the development of text production: Speech and writing	2002			School of Education, Dept. of Communications Disorders, Tel Aviv University, Ramat Aviv, 69978, Israel; Institute of Educational Sciences, University of Barcelona, Passeig de la Vall d’Hebron, Barcelona, 08035, Spain; Dept. of Special Education, University of Nijmegen, Nijmegen, 6500, Netherlands; Dept. of Psychology, San Diego State University, 6363 Alvarado Court, San Diego, CA, 92120-4913, United States	united states,united states		scopus.csv	67
journal	Knoch U., Rouhshad A., Storch N.	Does the writing of undergraduate ESL students develop after one year of study in an English-medium university?	2014		Assessing writing; Discourse measures; Employability; Feedback to writing; International students; Writing development	School of Languages and Linguistics, University of Melbourne, Parkville, VIC 3010, Australia	japan,japan	Elsevier Ltd	scopus.csv	68
journal	McKinnon R., Allen M., Osterhout L.	Morphological decomposition involving non-productive morphemes: ERP evidence	2003		Event-related potentials; Language processing; Morphological decomposition; Morphological processing; Reading;adult; article; brain; controlled study; event related potential; female; human; human experiment; linguistics; male; morphology; normal human; priority journal; Adult; Evoked Potentials; Female; Humans; Linguistics; Male; Reading	Department of Linguistics, University of Washington, Seattle, WA 98195, United States; Department of Psychology, University of Washington, Seattle, WA 98195, United States	united kingdom		scopus.csv	68
journal	Paquot M.	The phraseological dimension in interlanguage complexity research	2019		CEFR; collocations; learner corpus; phraseology; writing assessment	Université catholique de Louvain, Belgium		SAGE Publications Ltd	scopus.csv	72
journal	Morris J., Grainger J., Holcomb P.J.	Tracking the consequences of morpho-orthographic decomposition using ERPs	2013		Event related potentials; Masked priming; Morpho-orthographic segmentation; Morphological processing; Visual word recognition;adult; article; controlled study; event related potential; female; human; human experiment; male; masking; morpho orthographic decomposition; normal human; priority journal; semantics; waveform; word recognition; adolescent; analysis of variance; brain; brain mapping; evoked visual response; in vitro study; linguistics; pattern recognition; perception; photostimulation; physiology; time; young adult; Adolescent; Analysis of Variance; Brain; Brain Mapping; Evoked Potentials, Visual; Female; Humans; In Vitro Techniques; Male; Pattern Recognition, Visual; Perceptual Masking; Photic Stimulation; Semantics; Time Factors; Vocabulary; Young Adult	School of Cognitive Science, Hampshire College, Amherst, MA 01002, United States; CNRS and Aix-Marseille University, Marseille, France; Tufts University, Medford, MA, United States			scopus.csv	72
journal	RICE, ML; HAIGHT, PL	MOTHERESE OF MR-ROGERS - A DESCRIPTION OF THE DIALOG OF EDUCATIONAL-TELEVISION PROGRAMS	1986				china,china		wos.csv	73
journal	Frear M.W., Bitchener J.	The effects of cognitive task complexity on writing complexity	2015		Cognitive task complexity; Complex output; Second language writing	AUT University, Auckland, New Zealand		Elsevier Ltd	scopus.csv	73
journal	Kraut R.	The relationship between morphological awareness and morphological decomposition among English language learners	2015		English learners; Morphological awareness; Morphological decomposition; Reading	Second Language Acquisition and Teaching Program, University of Arizona, Modern Languages Bldg. 549, Tucson, AZ  85721, United States		Kluwer Academic Publishers	scopus.csv	73
journal	Kintsch W.	Abstract nouns: Imagery versus lexical complexity	1972			University of Colorado, Boulder, Colarado, 80302, USA, United States	france,france		scopus.csv	75
journal	Saggion H., Štajner S., Bott S., Mille S., Rello L., Drndarevic B.	Making it Simplext: Implementation and evaluation of a text simplification; system for Spanish	2015		Human evaluation; I.2.7 [natural language processing]: text analysis; Readability measures; Spanish; Syntactic simplification; Text simplification; corpus; Text simplification; lexical simplification;Syntactics; Human evaluation; Readability measures; Spanish; Text analysis; Text simplification; corpus; Text simplification; lexical simplification; Natural language processing systems	Universitat Pompeu Fabra, C/Tanger 122, Barcelona, 08018, Spain; Research Group in Computational Linguistics, Research Institute in Information and Language Processing, University of Wolverhampton, Stafford Street, Wolverhampton, WV1 1LY, United Kingdom; Universität Stuttgart, Institut für Maschinelle Sprachverarbeitung, Pfaffenwaldring 5b, Stuttgart, 70569, Germany; HCI Institute, School of Computer Science, Carnegie Mellon University, United States	turkey	Association for Computing Machinery	scopus.csv	75
journal	Saggion H.	Automatic Text simplification;	2017		lexical simplification; readability measures; syntactic simplification; text simplification; evaluation; text simplification; resources; text simplification; systemsLearning algorithms; Learning systems; Natural language processing systems; Evaluation techniques; lexical simplification; Machine learning techniques; readability measures; Research and development; Specific languages; text simplification; evaluation; text simplification; resources; Syntactics	Department of Information and Communication Technologies, Universitat Pompeu Fabra, Spain	india	Morgan and Claypool Publishers	scopus.csv	77
journal	Marschik P.B., Pini G., Bartl-Pokorny K.D., Duckworth M., Gugatschka M., Vollmann R., Zappella M., Einspieler C.	Early speech-language development in females with Rett syndrome: Focusing on the preserved speech variant	2012		article; audio recording; birth weight; child; clinical article; clinical feature; female; gene mutation; human; infant; language development; phonetics; preschool child; priority journal; retrospective study; Rett syndrome; speech development; verbal behavior; videorecording; vocalization; Communication Disorders; Diagnosis, Differential; DNA Mutational Analysis; Early Diagnosis; Female; Follow-Up Studies; Genetic Variation; Humans; Infant; Language Development Disorders; Longitudinal Studies; Methyl-CpG-Binding Protein 2; Phonetics; Rett Syndrome; Stereotyped Behavior	Institute of Physiology (IN:spired Developmental Physiology and Developmental Neuroscience), Centre for Physiological Medicine, Medical University of Graz, Graz, Austria; Tuscany Rett Centre Versilia Hospital, Lido di Camaiore, Camaiore, Italy; Duckworth Consultancy Ltd, Forensic Speech Analysis, South Brent, United Kingdom; ENT University Hospital Graz, Department of Phoniatrics, Medical University of Graz, Graz, Austria; Department of Linguistics, Karl-Franzens-University of Graz, Graz, Austria	lithuania,belgium		scopus.csv	77
journal	Szymanek B.	The Latest Trends In English Word-Formation	2005		Collective Sense; Complex Word; Compound Noun; Opaque Word; Rival Form	Department of Modern English, Catholic University of Lublin, Al. Racławickie 14, Lublin, 20-950, Poland		Springer Science and Business Media B.V.	scopus.csv	77
journal	Ji X.	Topic effects on writing performance: What do students and their writings tell us?	2011		Students' perceptions; Topic effects; Writing performance	School of Foreign Languages, Shanghai Jiao Tong University, China		Asian Association of Teachers of English as a Foreign Language	scopus.csv	77
journal	Ito J., Mester A.	Lexical Classes in Phonology	2012		Class distinctions; Grammar; Languages; Lexical classes; Lexicon; OT; Phonology	University of California, Santa Cruz, United States	spain,spain,spain	Oxford University Press	scopus.csv	81
journal	Saggion H., Gómez-Martínez E., Etayo E., Anula A., Bourg L.	Text simplification; in simplext: Making texts more accessible	2011		Sentence alignment; Text simplification; Text-to-text generation	Universitat Pompeu Fabra, Grupo TALN, Spain; Technosite-ONCE Foundation, Spain; Universidad Autónoma de Madrid, Spain; Ariadna Servicios Informáticos, Spain	united states,united states,united states,united states		scopus.csv	82
journal	Dawn Moeser S.	Memory for meaning and wording in concrete and abstract sentences	1974			Memorial University of Newfoundland, Canada	united arab emirates,united states,united states,united arab emirates,united states		scopus.csv	84
journal	Arya D.J., Hiebert E.H., Pearson P.D.	The effects of syntactic and lexical complexity on the comprehension of elementary science texts	2011		Reading comprehension; Science literacy; Text complexity	Norwegian Center for Science Education, University of Oslo, Norway; Text Project and University of California, Santa Cruz, CA, United States; University of California, Berkeley, CA, United States			scopus.csv	88
journal	Reinhold F., Hofer S., Berkowitz M., Strohmaier A., Scheuerer S., Loch F., Vogel-Heuser B., Reiss K.	The role of spatial, verbal, numerical, and general reasoning abilities in complex word problem solving for young female and male adults	2020		Complex word problems; Gender effects; General reasoning ability; Numerical ability; Spatial ability; Verbal ability	Heinz Nixdorf-Chair of Mathematics Education; TUM School of Education, Technical University of Munich, Munich, Germany; Centre for International Student Assessment (ZIB); TUM School of Education, Technical University of Munich, Munich, Germany; Chair for Research on Learning and Instruction, ETH Zurich, Zürich, Switzerland; Institute of Automation and Information Systems; Department of Mechanical Engineering, Technical University of Munich, Munich, Germany		Springer	scopus.csv	88
journal	Gregg N., Coleman C., Stennett R.B., Davis M.	Discourse complexity of college writers with and without disabilities: A multidimensional analysis	2002			University of Georgia, Regents' Ctr. for Learning Disorders, 324 Milledge Hall, Athens, GA 30602, United States	japan	SAGE Publications Inc.	scopus.csv	89
journal	Schiller N.O.	The onset effect in word naming	2004		Masked priming; Onset effect; Phonological encoding; Position of overlap; Segmental overlap; Word naming	Faculty of Psychology, Department of Cognitive Neuroscience, Universiteit Maastricht, P.O. Box 616, NL-6200 MD Maastricht, Netherlands; Max Planck Inst. for Psycholinguist., P.O. Box 310, NL-6500 AH Nijmegen, Netherlands		Academic Press Inc.	scopus.csv	93
journal	Fajardo I., Tavares G., Ávila V., Ferrer A.	Towards text simplification; for poor readers with intellectual disability: When do connectives enhance text cohesion?	2013		Connectives; Intellectual disability; Literal and inferential text comprehension; Word frequencyadult; article; clinical article; comprehension; controlled study; female; human; intellectual impairment; language processing; linguistics; male; neuropsychological test; reading; task performance; Text Cohesion Task; Adolescent; Case-Control Studies; Child; Comprehension; Dyslexia; Education of Intellectually Disabled; Female; Humans; Intellectual Disability; Male; Recognition (Psychology); Young Adult	ERI Lectura, Department of Developmental and Educational Psychology, University of Valencia, Avda. Blasco Ibáñez, 21, 46010 Valencia, Spain			scopus.csv	93
journal	Klebanov B.B., Knight K., Marcu D.	Text simplification; for information-seeking applications	2004		Multi agent systems; Natural language processing systems; Semantic Web; Semantics; Factual information; Information seeking; Named entities; Natural language text; Small-scale evaluation; Text analysis; Distributed database systems	Hebrew University, Jerusalem, 91904, Israel; Information Science Institute, University of Southern California, Marina Del Key, CA 90292, United States	united states,united states,united states,malaysia		scopus.csv	99
journal	BERGMAN, MW; HUDSON, PTW; ELING, PATM	HOW SIMPLE COMPLEX WORDS CAN BE - MORPHOLOGICAL PROCESSING AND WORD REPRESENTATIONS	1988				china,china		wos.csv	102
journal	Hartmann N.S., Aluisio S.M.	Automatic lexical adaptation in brazilian portuguese informative texts for elementary education [Adaptacao Lexical Automatica em Textos Informativos do Portugûs Brasileiro para o Ensino Fundamental]	2021		Lexical elaboration; Lexical simplification; Reading aid for children; Text adaptation	Instituto de Ciencias Matematicas e Computacao, Universidade de Sao Paulo, Brazil	hong kong,china	Universidade do Minho	scopus.csv	102
journal	Badecker W.	Lexical composition and the production of compounds: Evidence from errors in naming	2001		article; controlled study; error; linguistics; nomenclature; priority journal; semantics; word recognition	Department of Cognitive Science, Johns Hopkins University, Baltimore, MD 21218-2685, United States	spain,united kingdom		scopus.csv	102
journal	Wunderlich D.	An investigation of lexical composition: The case of German be- verbs	1987			University of Düsseldorf, Germany	germany		scopus.csv	105
journal	Schriefers H., Zwitserlood P., Roelofs A.	The identification of morphologically complex spoken words: Continuous processing or decomposition?	1991			Institut für Psychologie, Free University Berlin, Germany; Max-Planck-Institute for Psycholinguistics, Nijmegen, Germany; Nijmegen Institute for Cognition Research and Information Technology, University of Nijmegen, Netherlands			scopus.csv	105
journal	Altakhaineh A.R.M.	The semantic change of positive vs. Negative adjectives in Modern English	2018		Amelioration; Corpora; Lexical semantics; Pejoration; Semantic change	English Language Department, Al Ain University of Science and Technology, Al Ain, United Arab Emirates		Sciendo	scopus.csv	105
journal	Umamaheswari Vasanthakumar E., Bond F.	A semantic multi-field clinical search for patient medical records	2018		Application to NLP; Information extraction and text simplification; Semantic similarity; SNOMED ontology	Linguistics and Multilingual Studies, School of Humanities, Nanyang Technological University, Singapore	finland,finland,finland	Bulgarska Akademiya na Naukite 1	scopus.csv	106
journal	Aarnoudse-Moens C.S.H., Oosterlaan J., Duivenvoorden H.J., Van Goudoever J.B., Weisglas-Kuperus N.	Development of preschool and academic skills in children born very preterm	2011		academic achievement; arithmetic; article; child; comprehension; controlled study; female; gestational age; human; linguistics; major clinical study; male; mathematics; premature labor; prematurity; preschool child; priority journal; reading; school child; special education; spelling	Department of Pediatrics, Erasmus University Medical Centre, Sophia Children's Hospital, Rotterdam, Netherlands; Department of Clinical Neuropsychology, VU University Amsterdam, Amsterdam, Netherlands; Department of Medical Psychology and Psychotherapy, Erasmus University Medical Centre, Rotterdam, Netherlands	japan	Mosby Inc.	scopus.csv	106
journal	Yoon H.-J., Polio C.	The Linguistic Development of Students of English as a Second Language in Two Written Genres	2017			Michigan State University, East Lansing, MI, United States		Wiley Blackwell	scopus.csv	106
journal	Crossley S.A., Allen D., McNamara D.S.	Text simplification; and comprehensible input: A case for an intuitive approach	2012		computational linguistics; corpus linguistics; intuitive simplification; text comprehensibility; text simplification;	Georgia State University, Department of Applied Linguistics/ESL, 34 Peachtree Street, Suite 1200, One Park Tower Building, Atlanta, GA 30303, United States; The University of Tokyo, Japan; Arizona State University, United States	united states,united states,united states		scopus.csv	113
journal	Scalise S., Guevara E.	The Lexicalist Approach to Word-Formation and the Notion of the Lexicon	2005		Complex Word; Generative Grammar; Lexical Category; Lexical Entry; Word Formation	Linguistica Generale Dipartimento di Lingue e Letterature, Straniere Moderne, Via Cartoleria 5, Bologna, 40124, Italy		Springer Science and Business Media B.V.	scopus.csv	116
journal	Hohenhaus P.	Lexicalization and Institutionalization	2005		Complex Word; Lexical Entry; Mental Lexicon; Speech Community; Vocabulary Item	Department of German, University of Nottingham, Trent Building University Park University of Nottingham, Nottingham, NG7 2RD, United Kingdom	switzerland	Springer Science and Business Media B.V.	scopus.csv	120
journal	Serrano R., Llanes À., Tragant E.	Analyzing the effect of context of second language learning: Domestic intensive and semi-intensive courses vs. study abroad in Europe	2011		Context of learning; Intensive language courses; Second language learning; Study abroad; Time distribution	Departament de Filologia Anglesa i Alemanya, Universitat de Barcelona, Gran Via de les Corts Catalanes, 585, 08007 Barcelona, Spain	germany,germany		scopus.csv	129
journal	Johnson M.D., Mercado L., Acevedo A.	The effect of planning sub-processes on L2 writing fluency, grammatical complexity, and lexical complexity	2012		Fluency; Grammatical complexity; L2 writing; Lexical complexity; Planning	Middle Tennessee State University, United States; Instituto Cultural Peruano Norteamericano, Peru			scopus.csv	131
journal	Moscoso Del Prado Martín F., Bertram R., Häikiö T., Schreuder R., Harald Baayen R.	Morphological family size in a morphologically rich language: The case of finnish compared with Dutch and Hebrew	2004			Med. Res. Cncl. Cogn./Brain Sci. U., University of Nijmegen, Max Planck Inst. Psycholinguistics, Netherlands; University of Turku, Finland; University of Nijmegen, Max Planck Inst. Psycholinguistics, Netherlands; Med. Res. Cncl. Cogn./Brain Sci. U., Cambridge, United Kingdom; Interfaculty Res. U. Lang. Speech, University of Nijmegen, Nijmegen, Netherlands; Max Planck Inst. Psycholinguistics, Nijmegen, Netherlands; Department of Psychology, University of Turku, Turku, Finland; Interfaculty Res. U. Lang. Speech, University of Nijmegen, Max Planck Inst. Psycholinguistics, Netherlands; Med. Res. Cncl. Cogn./Brain Sci. U., 15 Chaucer Road, CB2 2EF Cambridge, United Kingdom	united kingdom	American Psychological Association Inc.	scopus.csv	143
journal	Clahsen H., Sonnenstuhl I., Blevins J.P.	Derivational morphology in the German mental lexicon: A dual mechanism account	2011			University of Essex, Colchester, United Kingdom; University of Düsseldorf, Düsseldorf, United Kingdom; University of Cambridge, Cambridge, United Kingdom	italy,italy,italy	De Gruyter	scopus.csv	159
journal	Paetzold G.H., Specia L.	A survey on lexical simplification;	2017		Natural language processing systems; Surveys; Assistive technology; Cognitive impairment; Machine translations; NAtural language processing; Preprocessing tools; Pipelines	University of Sheffield Western Bank Sheffield, United Kingdom	france	AI Access Foundation	scopus.csv	166
journal	HAGOORT, P	IMPAIRMENTS OF LEXICAL SEMANTIC PROCESSING IN APHASIA - EVIDENCE FROM THE PROCESSING OF LEXICAL AMBIGUITIES	1993				china		wos.csv	173
journal	Hagoort P.	Impairments of lexical-semantic processing in aphasia: Evidence from the processing of lexical ambiguities	1993			Max Planck Psycholinguistics Institutes, Wundtlaan 1, NL-6525 XD Nijmegen, Netherlands	spain		scopus.csv	177
journal		Text simplification; and reading matter	1947				united states,united states,united states		scopus.csv	184
journal	Hay J.	From speech perception to morphology: Affix ordering revisited	2002			Dept. of Linguistics, University of Canterbury, Private Bag 4800, Christchurch, New Zealand	singapore	Linguistic Society of America	scopus.csv	189
journal	Chandrasekar R., Srinivas B.	Automatic induction of rules for text simplification;	1997		Dependency; Supertags; Text-simplification;Algorithms; Computational linguistics; Natural language processing systems; Partial parsing method; Text simplification; Knowledge based systems	Inst. for Res. in Cognitive Science, Ctr. for the Advanced Study of India, University of Pennsylvania, Philadelphia, PA 19104, United States; Dept. of Comp. and Info. Sciences, University of Pennsylvania, Philadelphia, PA 19104, United States; Natl. Centre for Software Technology, Gulmohar Cross Road no. 9, Juhu, Mumbai 400 049, India	hong kong	Elsevier	scopus.csv	190
journal	Fodor J.A., Garrett M., Bever T.G.	Some syntactic determinants of sentential complexity, II : Verb structure	1968			Massachusetts Institute of Technology, United States; Harvard University, United States	united states,united states		scopus.csv	192
journal	MAHONY, DL	USING SENSITIVITY TO WORD STRUCTURE TO EXPLAIN VARIANCE IN HIGH-SCHOOL AND COLLEGE LEVEL READING-ABILITY	1994				china		wos.csv	206
journal	Li Y.	Linguistic characteristics of ESL writing in task-based e-mail activities	2000		Computer-assisted language learning; Computer-mediated communication; Electronic mail; English as a second language; Second language writing; Writing assessment	School of Continuing Education, Hong Kong Baptist University, Kowloon Tong, Hong Kong	taiwan	Elsevier Ltd	scopus.csv	208
journal	Wei Xu;Courtney Napoles;Ellie Pavlick;Quanze Chen;Chris Callison-Burch	Optimizing Statistical Machine Translation for Text simplification;	2016				australia	MIT Press	acl.csv	218
journal	Hayes D.P., Wolfer L.T., Wolfe M.F.	Schoolbook simplification; and its relation to the decline in SAT-verbal scores	1996			Department of Sociology, Cornell University, Uris Hall, Ithaca, NY 14853, United States; 1501 Little Glouster Rd., Blackwood, NJ 08012, United States	united states	American Educational Research Association	scopus.csv	219
journal	Martinot C.	Reformulation procedures in French	2019		Complex predication; Elementary verb; Language acquisition; Lexical complexity; Predicative complexity; Reformulation procedures	Sorbonne University, Paris, France	united states	wiley	scopus.csv	227
journal	Bulté B., Housen A.	Conceptualizing and measuring short-term changes in L2 writing complexity	2014		L2 writing development; L2 writing proficiency; Lexical complexity; Syntactic complexity	University of Brussels (VUB - Vrije Universiteit Brussel), Pleinlaan 2, Brussel, 1050, Belgium	italy	Elsevier Ltd	scopus.csv	228
journal	Bertram R., Baayen R.H., Schreuder R.	Effects of Family Size for Complex Words	2000		Morphological processing; family size effect; complex words	University of Turku, Turku, Finland; Interfaculty Res. U. Lang. Speech, University of Nijmegen, Nijmegen, Netherlands	netherlands		scopus.csv	237
journal	Saiegh-Haddad E., Geva E.	Morphological awareness, phonological awareness, and reading in English-Arabic bilingual children	2008		Arabic; Morphological awareness; Morphological Transparency; Orthographic Depth; Phonological Awareness; Reading	English Department, Bar-Ilan University, Ramat-Gan 52900, Israel	united kingdom		scopus.csv	265
journal	Ong J., Zhang L.J.	Effects of task complexity on the fluency and lexical complexity in EFL students' argumentative writing	2010		Accuracy; Chinese EFL student writers; Cognitive processing; Fluency; L2 writing quality; Lexical complexity; Task complexity	English Language and Literature Academic Group, National Institute of Education, Nanyang Technological University, 1 Nanyang Walk, Singapore 637616, Singapore	netherlands,finland,netherlands,united kingdom,netherlands,netherlands,finland,netherlands,united kingdom		scopus.csv	273
journal	Bertram R., Hyönä J.	The length of a complex word modifies the role of morphological structure: Evidence from eye movements when short and long finnish compounds	2003		Compound words; Eye movements; Finnish; Morphological processing; Word length	Department of Psychology, University of Turku, FIN-20014 Turku, Finland		Academic Press Inc.	scopus.csv	277
journal	Atutxa A., Bengoetxea K., de Ilarraza A.D., Iruskieta M.	Towards a top-down approach for an automatic discourse analysis for Basque: Segmentation and Central Unit detection tool	2019		Article; automation; computer analysis; deep learning; information processing; machine learning; mathematical computing; mathematical model; reliability; support vector machine; web browser; automation; natural language processing; Automation; Natural Language Processing	Ixa Group, Language and Computer Systems, University of the Basque Country (UPV/EHU), Bilbao, Spain; Ixa Group, Language and Computer Systems, University of the Basque Country (UPV/ EHU), Donostia, Spain; Ixa Group, Didactics of Language and Literatura, Bilboko Hezkuntza Fakultatea, University of the Basque Country (UPV/EHU), Leioa, Spain		Public Library of Science	scopus.csv	277
journal	Cumming A., Kantor R., Baba K., Erdosy U., Eouanzoui K., James M.	Differences in written discourse in independent and integrated prototype tasks for next generation TOEFL	2005		Discourse analysis; ESL writing; Integrated tasks; TOEFL; Writing assessment	Modern Language Centre, Ontario Institute for Studies in Education, University of Toronto, 252 Bloor Street West, Toronto, Ont. M5S 1V6, Canada; Educational Testing Service, Canada; Carleton University, Ottawa, Ont., Canada; Niagara University, United States; University of Puerto Rico, United States	japan		scopus.csv	301
journal	Snyder W.	On the nature of syntactic variation: Evidence from complex predicates and complex word-formation	2001			Department of Linguistics, University of Connecticut, 341 Mansfield Road, Storrs, CT 06269-1145, United States	united kingdom	Linguistic Society of America	scopus.csv	389
journal	Farghal, M; Obiedat, H	Collocations: A neglected variable in EFL	1995				china		wos.csv	394
journal	Russell R.L., Ginsburg H.P.	Cognitive Analysis of Children’s Mathematics Difficulties	1984			Omaha Children's Museum, Omaha, United States; University of Rochester, Rochester, United States	ireland,ireland,italy,italy,ireland		scopus.csv	439
journal	Geary D.C., Saults S.J., Liu F., Hoard M.K.	Sex Differences in Spatial Cognition, Computational Fluency, and Arithmetical Reasoning	2000		Arithmetical reasoning; Computational fluency; Mathematical word problems; Sex differences; Spatial cognition	University of Missouri, Columbia, MO, United States; Department of Psychology, 210 McAlester Hall, University of Missouri, Columbia, MO 65211-2500, United States	united states	Academic Press Inc.	scopus.csv	444
journal	La Pointe L.B., Engle R.W.	Simple and Complex Word Spans as Measures of Working Memory Capacity	1990			University of South Carolina, United States	united states		scopus.csv	494
journal	Ullman M.T.	The declarative/procedural model of lexicon and grammar	2001		Basal ganglia; Declarative memory; Frontal lobe; Grammar; Irregular; Language; Lexicon; Morphology; Procedural memory; Regular; Temporal lobeaphasia; brain; brain disease; computer assisted emission tomography; electroencephalography; frontal lobe; human; linguistics; magnetoencephalography; memory; metabolism; nuclear magnetic resonance imaging; pathology; pathophysiology; physiology; review; semantics; Aphasia; Brain; Brain Diseases; Electroencephalography; Frontal Lobe; Humans; Linguistics; Magnetic Resonance Imaging; Magnetoencephalography; Memory; Psycholinguistics; Semantics; Tomography, Emission-Computed; Vocabulary	Departments of Neuroscience and Linguistics, Georgetown University, Research Building, 3900 Reservoir Road, NW, Washington, DC 20007, United States		Kluwer Academic/Plenum Publishers	scopus.csv	733
journal	Baayen, RH; Dijkstra, T; Schreuder, R	Singulars and plurals in Dutch: Evidence for a parallel dual-route modes	1997				canada,united kingdom,united kingdom		wos.csv	789
journal	Baayen R.H., Dijkstra T., Schreuder R.	Singulars and plurals in Dutch: Evidence for a parallel dual-route model	1997			Max Planck Inst. for P., Nijmegen, Netherlands; Nijmegen Inst. for Cogn. and Info., Nijmegen, Netherlands; Interfaculty Res. U. for L., Nijmegen, Netherlands; Max Planck Inst. for P., Wundtlaan 1, 6525 XD, Nijmegen, Netherlands	united states,united states	Academic Press Inc.	scopus.csv	798
